qid,P569,S248,s528,s813
Q2392856,+1976-12-30T00:00:00Z/11,Q51850225,"""11004143""",+2018-04-13T00:00:00Z/11
Q1929216,+1951-06-25T00:00:00Z/11,Q51850225,"""11004144""",+2018-04-13T00:00:00Z/11
Q71670,+1953-04-17T00:00:00Z/11,Q51850225,"""11004145""",+2018-04-13T00:00:00Z/11
Q1373882,+1968-05-01T00:00:00Z/11,Q51850225,"""11004146""",+2018-04-13T00:00:00Z/11
Q1085801,+1984-02-21T00:00:00Z/11,Q51850225,"""11004147""",+2018-04-13T00:00:00Z/11
Q1226300,+1968-10-22T00:00:00Z/11,Q51850225,"""11004148""",+2018-04-13T00:00:00Z/11
Q688231,+1961-05-20T00:00:00Z/11,Q51850225,"""11004149""",+2018-04-13T00:00:00Z/11
Q1506477,+1974-05-23T00:00:00Z/11,Q51850225,"""11004150""",+2018-04-13T00:00:00Z/11
Q1354111,+1972-06-02T00:00:00Z/11,Q51850225,"""11004151""",+2018-04-13T00:00:00Z/11
Q1201365,+1962-08-15T00:00:00Z/11,Q51850225,"""11004152""",+2018-04-13T00:00:00Z/11
Q2141547,+1952-10-24T00:00:00Z/11,Q51850225,"""11004153""",+2018-04-13T00:00:00Z/11
Q1736525,+1962-03-21T00:00:00Z/11,Q51850225,"""11004154""",+2018-04-13T00:00:00Z/11
Q1280872,+1971-06-25T00:00:00Z/11,Q51850225,"""11004155""",+2018-04-13T00:00:00Z/11
Q1258931,+1964-07-28T00:00:00Z/11,Q51850225,"""11004156""",+2018-04-13T00:00:00Z/11
Q1045675,+1959-01-13T00:00:00Z/11,Q51850225,"""11004157""",+2018-04-13T00:00:00Z/11
Q2562634,+1944-09-27T00:00:00Z/11,Q51850225,"""11004158""",+2018-04-13T00:00:00Z/11
Q1711078,+1975-10-02T00:00:00Z/11,Q51850225,"""11004159""",+2018-04-13T00:00:00Z/11
Q1586826,+1964-01-05T00:00:00Z/11,Q51850225,"""11004160""",+2018-04-13T00:00:00Z/11
Q2444991,+1963-02-07T00:00:00Z/11,Q51850225,"""11004161""",+2018-04-13T00:00:00Z/11
Q1044264,+1952-05-10T00:00:00Z/11,Q51850225,"""11004162""",+2018-04-13T00:00:00Z/11
Q1444251,+1966-03-02T00:00:00Z/11,Q51850225,"""11004163""",+2018-04-13T00:00:00Z/11
Q2301738,+1963-10-22T00:00:00Z/11,Q51850225,"""11004164""",+2018-04-13T00:00:00Z/11
Q49328,+1947-01-10T00:00:00Z/11,Q51850225,"""11004165""",+2018-04-13T00:00:00Z/11
Q104338,+1948-08-21T00:00:00Z/11,Q51850225,"""11004166""",+2018-04-13T00:00:00Z/11
Q76658,+1956-01-05T00:00:00Z/11,Q51850225,"""11004167""",+2018-04-13T00:00:00Z/11
Q1222886,+1964-06-29T00:00:00Z/11,Q51850225,"""11004168""",+2018-04-13T00:00:00Z/11
Q2343892,+1974-04-01T00:00:00Z/11,Q51850225,"""11004169""",+2018-04-13T00:00:00Z/11
Q1729573,+1967-10-14T00:00:00Z/11,Q51850225,"""11004170""",+2018-04-13T00:00:00Z/11
Q1536197,+1953-11-11T00:00:00Z/11,Q51850225,"""11004171""",+2018-04-13T00:00:00Z/11
Q2643127,+1977-04-18T00:00:00Z/11,Q51850225,"""11004172""",+2018-04-13T00:00:00Z/11
Q1262015,+1968-11-11T00:00:00Z/11,Q51850225,"""11004173""",+2018-04-13T00:00:00Z/11
Q124622,+1974-08-22T00:00:00Z/11,Q51850225,"""11004174""",+2018-04-13T00:00:00Z/11
Q2343911,+1968-06-19T00:00:00Z/11,Q51850225,"""11004175""",+2018-04-13T00:00:00Z/11
Q61386,+1955-01-04T00:00:00Z/11,Q51850225,"""11004176""",+2018-04-13T00:00:00Z/11
Q111255,+1972-11-06T00:00:00Z/11,Q51850225,"""11004177""",+2018-04-13T00:00:00Z/11
Q1416148,+1977-04-17T00:00:00Z/11,Q51850225,"""11004178""",+2018-04-13T00:00:00Z/11
Q105426,+1982-04-29T00:00:00Z/11,Q51850225,"""11004179""",+2018-04-13T00:00:00Z/11
Q2338304,+1966-04-25T00:00:00Z/11,Q51850225,"""11004180""",+2018-04-13T00:00:00Z/11
Q1736530,+1963-09-29T00:00:00Z/11,Q51850225,"""11004181""",+2018-04-13T00:00:00Z/11
Q1696501,+1963-02-10T00:00:00Z/11,Q51850225,"""11004182""",+2018-04-13T00:00:00Z/11
Q77193,+1969-07-16T00:00:00Z/11,Q51850225,"""11004183""",+2018-04-13T00:00:00Z/11
Q1163596,+1957-04-04T00:00:00Z/11,Q51850225,"""11004184""",+2018-04-13T00:00:00Z/11
Q1571185,+1973-07-17T00:00:00Z/11,Q51850225,"""11004185""",+2018-04-13T00:00:00Z/11
Q1584809,+1957-02-13T00:00:00Z/11,Q51850225,"""11004186""",+2018-04-13T00:00:00Z/11
Q2209971,+1958-05-26T00:00:00Z/11,Q51850225,"""11004187""",+2018-04-13T00:00:00Z/11
Q1736766,+1973-05-25T00:00:00Z/11,Q51850225,"""11004188""",+2018-04-13T00:00:00Z/11
Q1744798,+1949-01-05T00:00:00Z/11,Q51850225,"""11004189""",+2018-04-13T00:00:00Z/11
Q2508861,+1954-01-22T00:00:00Z/11,Q51850225,"""11004190""",+2018-04-13T00:00:00Z/11
Q1157334,+1960-09-28T00:00:00Z/11,Q51850225,"""11004191""",+2018-04-13T00:00:00Z/11
Q1565606,+1961-05-03T00:00:00Z/11,Q51850225,"""11004192""",+2018-04-13T00:00:00Z/11
Q100615,+1984-09-28T00:00:00Z/11,Q51850225,"""11004197""",+2018-04-13T00:00:00Z/11
Q74211,+1950-05-26T00:00:00Z/11,Q51850225,"""11004203""",+2018-04-13T00:00:00Z/11
Q1082796,+1954-06-04T00:00:00Z/11,Q51850225,"""11004204""",+2018-04-13T00:00:00Z/11
Q1624554,+1955-11-11T00:00:00Z/11,Q51850225,"""11004205""",+2018-04-13T00:00:00Z/11
Q1697018,+1957-09-03T00:00:00Z/11,Q51850225,"""11004212""",+2018-04-13T00:00:00Z/11
Q1663111,+1956-05-15T00:00:00Z/11,Q51850225,"""11004213""",+2018-04-13T00:00:00Z/11
Q2337377,+1962-06-20T00:00:00Z/11,Q51850225,"""11004214""",+2018-04-13T00:00:00Z/11
Q1524836,+1964-07-08T00:00:00Z/11,Q51850225,"""11004215""",+2018-04-13T00:00:00Z/11
Q1547023,+1981-04-12T00:00:00Z/11,Q51850225,"""11004216""",+2018-04-13T00:00:00Z/11
Q2437890,+1982-01-11T00:00:00Z/11,Q51850225,"""11004217""",+2018-04-13T00:00:00Z/11
Q2476641,+1972-09-02T00:00:00Z/11,Q51850225,"""11004219""",+2018-04-13T00:00:00Z/11
Q1712721,+1959-08-21T00:00:00Z/11,Q51850225,"""11004220""",+2018-04-13T00:00:00Z/11
Q813207,+1964-11-20T00:00:00Z/11,Q51850225,"""11004221""",+2018-04-13T00:00:00Z/11
Q1295233,+1950-12-08T00:00:00Z/11,Q51850225,"""11004222""",+2018-04-13T00:00:00Z/11
Q566688,+1953-04-23T00:00:00Z/11,Q51850225,"""11004223""",+2018-04-13T00:00:00Z/11
Q643822,+1954-03-13T00:00:00Z/11,Q51850225,"""11004225""",+2018-04-13T00:00:00Z/11
Q1677754,+1958-05-05T00:00:00Z/11,Q51850225,"""11004226""",+2018-04-13T00:00:00Z/11
Q1312421,+1952-08-30T00:00:00Z/11,Q51850225,"""11004227""",+2018-04-13T00:00:00Z/11
Q15819002,+1978-03-23T00:00:00Z/11,Q51850225,"""11004229""",+2018-04-13T00:00:00Z/11
Q2369314,+1961-04-24T00:00:00Z/11,Q51850225,"""11004230""",+2018-04-13T00:00:00Z/11
Q15811923,+1964-01-31T00:00:00Z/11,Q51850225,"""11004231""",+2018-04-13T00:00:00Z/11
Q15093113,+1968-06-03T00:00:00Z/11,Q51850225,"""11004241""",+2018-04-13T00:00:00Z/11
Q1736697,+1983-11-20T00:00:00Z/11,Q51850225,"""11004242""",+2018-04-13T00:00:00Z/11
Q1876595,+1984-10-17T00:00:00Z/11,Q51850225,"""11004243""",+2018-04-13T00:00:00Z/11
Q15114946,+1955-09-21T00:00:00Z/11,Q51850225,"""11004244""",+2018-04-13T00:00:00Z/11
Q564328,+1980-12-15T00:00:00Z/11,Q51850225,"""11004245""",+2018-04-13T00:00:00Z/11
Q15114982,+1964-04-25T00:00:00Z/11,Q51850225,"""11004246""",+2018-04-13T00:00:00Z/11
Q15117357,+1968-11-19T00:00:00Z/11,Q51850225,"""11004247""",+2018-04-13T00:00:00Z/11
Q14947864,+1959-01-16T00:00:00Z/11,Q51850225,"""11004248""",+2018-04-13T00:00:00Z/11
Q15123316,+1984-09-07T00:00:00Z/11,Q51850225,"""11004249""",+2018-04-13T00:00:00Z/11
Q15126097,+1981-10-19T00:00:00Z/11,Q51850225,"""11004250""",+2018-04-13T00:00:00Z/11
Q14945716,+1961-01-08T00:00:00Z/11,Q51850225,"""11004251""",+2018-04-13T00:00:00Z/11
Q13641202,+1972-07-05T00:00:00Z/11,Q51850225,"""11004252""",+2018-04-13T00:00:00Z/11
Q15146143,+1961-07-08T00:00:00Z/11,Q51850225,"""11004253""",+2018-04-13T00:00:00Z/11
Q15149837,+1966-03-30T00:00:00Z/11,Q51850225,"""11004254""",+2018-04-13T00:00:00Z/11
Q76265,+1979-08-24T00:00:00Z/11,Q51850225,"""11004255""",+2018-04-13T00:00:00Z/11
Q14946405,+1953-03-14T00:00:00Z/11,Q51850225,"""11004256""",+2018-04-13T00:00:00Z/11
Q15262812,+1974-02-24T00:00:00Z/11,Q51850225,"""11004257""",+2018-04-13T00:00:00Z/11
Q15273689,+1956-06-01T00:00:00Z/11,Q51850225,"""11004258""",+2018-04-13T00:00:00Z/11
Q14943496,+1961-11-27T00:00:00Z/11,Q51850225,"""11004259""",+2018-04-13T00:00:00Z/11
Q2643580,+1953-02-17T00:00:00Z/11,Q51850225,"""11004260""",+2018-04-13T00:00:00Z/11
Q1421371,+1964-09-15T00:00:00Z/11,Q51850225,"""11004261""",+2018-04-13T00:00:00Z/11
Q15813241,+1967-06-08T00:00:00Z/11,Q51850225,"""11004262""",+2018-04-13T00:00:00Z/11
Q15795521,+1984-09-16T00:00:00Z/11,Q51850225,"""11004263""",+2018-04-13T00:00:00Z/11
Q15813798,+1971-07-29T00:00:00Z/11,Q51850225,"""11004264""",+2018-04-13T00:00:00Z/11
Q15813783,+1952-01-22T00:00:00Z/11,Q51850225,"""11004265""",+2018-04-13T00:00:00Z/11
Q1930023,+1960-10-10T00:00:00Z/11,Q51850225,"""11004266""",+2018-04-13T00:00:00Z/11
Q15813082,+1961-08-28T00:00:00Z/11,Q51850225,"""11004267""",+2018-04-13T00:00:00Z/11
Q823426,+1965-05-14T00:00:00Z/11,Q51850225,"""11004268""",+2018-04-13T00:00:00Z/11
Q15434637,+1963-03-26T00:00:00Z/11,Q51850225,"""11004269""",+2018-04-13T00:00:00Z/11
Q15434300,+1972-11-25T00:00:00Z/11,Q51850225,"""11004270""",+2018-04-13T00:00:00Z/11
Q15813196,+1965-11-02T00:00:00Z/11,Q51850225,"""11004271""",+2018-04-13T00:00:00Z/11
Q1466201,+1968-09-01T00:00:00Z/11,Q51850225,"""11004272""",+2018-04-13T00:00:00Z/11
Q15449253,+1956-12-16T00:00:00Z/11,Q51850225,"""11004273""",+2018-04-13T00:00:00Z/11
Q15794187,+1974-04-15T00:00:00Z/11,Q51850225,"""11004274""",+2018-04-13T00:00:00Z/11
Q2475804,+1951-04-12T00:00:00Z/11,Q51850225,"""11004275""",+2018-04-13T00:00:00Z/11
Q2429104,+1973-08-08T00:00:00Z/11,Q51850225,"""11004276""",+2018-04-13T00:00:00Z/11
Q15434482,+1973-10-09T00:00:00Z/11,Q51850225,"""11004277""",+2018-04-13T00:00:00Z/11
Q15795921,+1970-12-26T00:00:00Z/11,Q51850225,"""11004278""",+2018-04-13T00:00:00Z/11
Q14943152,+1978-05-05T00:00:00Z/11,Q51850225,"""11004279""",+2018-04-13T00:00:00Z/11
Q15813197,+1965-05-24T00:00:00Z/11,Q51850225,"""11004280""",+2018-04-13T00:00:00Z/11
Q1744731,+1966-04-17T00:00:00Z/11,Q51850225,"""11004281""",+2018-04-13T00:00:00Z/11
Q15813108,+1975-07-14T00:00:00Z/11,Q51850225,"""11004282""",+2018-04-13T00:00:00Z/11
Q15813228,+1971-08-21T00:00:00Z/11,Q51850225,"""11004283""",+2018-04-13T00:00:00Z/11
Q90275,+1949-02-28T00:00:00Z/11,Q51850225,"""11004284""",+2018-04-13T00:00:00Z/11
Q1466480,+1966-05-06T00:00:00Z/11,Q51850225,"""11004285""",+2018-04-13T00:00:00Z/11
Q14943656,+1966-05-06T00:00:00Z/11,Q51850225,"""11004286""",+2018-04-13T00:00:00Z/11
Q15813119,+1970-11-11T00:00:00Z/11,Q51850225,"""11004287""",+2018-04-13T00:00:00Z/11
Q1764708,+1963-04-20T00:00:00Z/11,Q51850225,"""11004288""",+2018-04-13T00:00:00Z/11
Q1925636,+1969-06-25T00:00:00Z/11,Q51850225,"""11004289""",+2018-04-13T00:00:00Z/11
Q15434235,+1964-10-28T00:00:00Z/11,Q51850225,"""11004290""",+2018-04-13T00:00:00Z/11
Q15434520,+1977-07-07T00:00:00Z/11,Q51850225,"""11004291""",+2018-04-13T00:00:00Z/11
Q15813749,+1977-12-18T00:00:00Z/11,Q51850225,"""11004292""",+2018-04-13T00:00:00Z/11
Q15813755,+1984-04-29T00:00:00Z/11,Q51850225,"""11004293""",+2018-04-13T00:00:00Z/11
Q15848995,+1982-08-18T00:00:00Z/11,Q51850225,"""11004294""",+2018-04-13T00:00:00Z/11
Q15806072,+1961-04-21T00:00:00Z/11,Q51850225,"""11004295""",+2018-04-13T00:00:00Z/11
Q15811213,+1963-04-18T00:00:00Z/11,Q51850225,"""11004296""",+2018-04-13T00:00:00Z/11
Q15813137,+1977-10-15T00:00:00Z/11,Q51850225,"""11004297""",+2018-04-13T00:00:00Z/11
Q15813758,+1978-09-08T00:00:00Z/11,Q51850225,"""11004298""",+2018-04-13T00:00:00Z/11
Q15813784,+1957-09-20T00:00:00Z/11,Q51850225,"""11004299""",+2018-04-13T00:00:00Z/11
Q15813173,+1962-07-12T00:00:00Z/11,Q51850225,"""11004300""",+2018-04-13T00:00:00Z/11
Q1609894,+1958-03-31T00:00:00Z/11,Q51850225,"""11004302""",+2018-04-13T00:00:00Z/11
Q15433139,+1982-06-22T00:00:00Z/11,Q51850225,"""11004303""",+2018-04-13T00:00:00Z/11
Q15782242,+1975-03-06T00:00:00Z/11,Q51850225,"""11004304""",+2018-04-13T00:00:00Z/11
Q1605046,+1972-06-14T00:00:00Z/11,Q51850225,"""11004305""",+2018-04-13T00:00:00Z/11
Q15813759,+1967-09-25T00:00:00Z/11,Q51850225,"""11004306""",+2018-04-13T00:00:00Z/11
Q15813246,+1972-07-19T00:00:00Z/11,Q51850225,"""11004307""",+2018-04-13T00:00:00Z/11
Q71508,+1956-12-03T00:00:00Z/11,Q51850225,"""11004308""",+2018-04-13T00:00:00Z/11
Q15813023,+1968-09-09T00:00:00Z/11,Q51850225,"""11004309""",+2018-04-13T00:00:00Z/11
Q15113817,+1983-12-06T00:00:00Z/11,Q51850225,"""11004310""",+2018-04-13T00:00:00Z/11
Q15808359,+1970-05-27T00:00:00Z/11,Q51850225,"""11004311""",+2018-04-13T00:00:00Z/11
Q1222215,+1976-05-25T00:00:00Z/11,Q51850225,"""11004312""",+2018-04-13T00:00:00Z/11
Q15794282,+1978-09-06T00:00:00Z/11,Q51850225,"""11004313""",+2018-04-13T00:00:00Z/11
Q14943000,+1967-11-29T00:00:00Z/11,Q51850225,"""11004314""",+2018-04-13T00:00:00Z/11
Q2141429,+1966-06-04T00:00:00Z/11,Q51850225,"""11004315""",+2018-04-13T00:00:00Z/11
Q15813187,+1962-03-23T00:00:00Z/11,Q51850225,"""11004316""",+2018-04-13T00:00:00Z/11
Q15810123,+1967-05-05T00:00:00Z/11,Q51850225,"""11004317""",+2018-04-13T00:00:00Z/11
Q2425230,+1962-06-19T00:00:00Z/11,Q51850225,"""11004318""",+2018-04-13T00:00:00Z/11
Q15434563,+1980-07-11T00:00:00Z/11,Q51850225,"""11004319""",+2018-04-13T00:00:00Z/11
Q15813204,+1984-02-14T00:00:00Z/11,Q51850225,"""11004320""",+2018-04-13T00:00:00Z/11
Q1499915,+1954-12-24T00:00:00Z/11,Q51850225,"""11004321""",+2018-04-13T00:00:00Z/11
Q15433980,+1980-05-07T00:00:00Z/11,Q51850225,"""11004322""",+2018-04-13T00:00:00Z/11
Q15783504,+1971-04-29T00:00:00Z/11,Q51850225,"""11004323""",+2018-04-13T00:00:00Z/11
Q1739668,+1958-01-07T00:00:00Z/11,Q51850225,"""11004324""",+2018-04-13T00:00:00Z/11
Q15811216,+1960-07-08T00:00:00Z/11,Q51850225,"""11004325""",+2018-04-13T00:00:00Z/11
Q15813136,+1960-03-22T00:00:00Z/11,Q51850225,"""11004326""",+2018-04-13T00:00:00Z/11
Q15434294,+1959-09-21T00:00:00Z/11,Q51850225,"""11004327""",+2018-04-13T00:00:00Z/11
Q15434496,+1975-10-08T00:00:00Z/11,Q51850225,"""11004328""",+2018-04-13T00:00:00Z/11
Q15027363,+1952-02-01T00:00:00Z/11,Q51850225,"""11004329""",+2018-04-13T00:00:00Z/11
Q15792744,+1967-12-19T00:00:00Z/11,Q51850225,"""11004330""",+2018-04-13T00:00:00Z/11
Q15813753,+1977-12-05T00:00:00Z/11,Q51850225,"""11004331""",+2018-04-13T00:00:00Z/11
Q15793659,+1979-06-11T00:00:00Z/11,Q51850225,"""11004332""",+2018-04-13T00:00:00Z/11
Q106938,+1979-04-09T00:00:00Z/11,Q51850225,"""11004333""",+2018-04-13T00:00:00Z/11
Q15813206,+1967-09-27T00:00:00Z/11,Q51850225,"""11004334""",+2018-04-13T00:00:00Z/11
Q15010789,+1962-05-21T00:00:00Z/11,Q51850225,"""11004335""",+2018-04-13T00:00:00Z/11
Q15644592,+1976-12-27T00:00:00Z/11,Q51850225,"""11004336""",+2018-04-13T00:00:00Z/11
Q15434284,+1975-03-03T00:00:00Z/11,Q51850225,"""11004337""",+2018-04-13T00:00:00Z/11
Q15439343,+1972-03-21T00:00:00Z/11,Q51850225,"""11004338""",+2018-04-13T00:00:00Z/11
Q15783327,+1981-04-23T00:00:00Z/11,Q51850225,"""11004339""",+2018-04-13T00:00:00Z/11
Q15783644,+1960-06-30T00:00:00Z/11,Q51850225,"""11004341""",+2018-04-13T00:00:00Z/11
Q15644594,+1970-09-25T00:00:00Z/11,Q51850225,"""11004342""",+2018-04-13T00:00:00Z/11
Q15854424,+1942-09-17T00:00:00Z/11,Q51850225,"""11004343""",+2018-04-13T00:00:00Z/11
Q15813172,+1958-11-13T00:00:00Z/11,Q51850225,"""11004344""",+2018-04-13T00:00:00Z/11
Q15435489,+1962-02-04T00:00:00Z/11,Q51850225,"""11004345""",+2018-04-13T00:00:00Z/11
Q15647562,+1979-11-28T00:00:00Z/11,Q51850225,"""11004346""",+2018-04-13T00:00:00Z/11
Q15788746,+1958-04-09T00:00:00Z/11,Q51850225,"""11004347""",+2018-04-13T00:00:00Z/11
Q15812348,+1958-02-11T00:00:00Z/11,Q51850225,"""11004348""",+2018-04-13T00:00:00Z/11
Q15434567,+1962-08-03T00:00:00Z/11,Q51850225,"""11004349""",+2018-04-13T00:00:00Z/11
Q15813209,+1953-10-15T00:00:00Z/11,Q51850225,"""11004350""",+2018-04-13T00:00:00Z/11
Q15840112,+1966-03-31T00:00:00Z/11,Q51850225,"""11004351""",+2018-04-13T00:00:00Z/11
Q15230330,+1981-07-05T00:00:00Z/11,Q51850225,"""11004352""",+2018-04-13T00:00:00Z/11
Q15433827,+1976-11-17T00:00:00Z/11,Q51850225,"""11004353""",+2018-04-13T00:00:00Z/11
Q15813142,+1964-05-16T00:00:00Z/11,Q51850225,"""11004354""",+2018-04-13T00:00:00Z/11
Q15813113,+1958-07-25T00:00:00Z/11,Q51850225,"""11004355""",+2018-04-13T00:00:00Z/11
Q15008648,+1949-08-30T00:00:00Z/11,Q51850225,"""11004356""",+2018-04-13T00:00:00Z/11
Q1329839,+1952-10-13T00:00:00Z/11,Q51850225,"""11004357""",+2018-04-13T00:00:00Z/11
Q15792684,+1959-06-07T00:00:00Z/11,Q51850225,"""11004358""",+2018-04-13T00:00:00Z/11
Q1404562,+1980-04-09T00:00:00Z/11,Q51850225,"""11004359""",+2018-04-13T00:00:00Z/11
Q77685,+1968-01-10T00:00:00Z/11,Q51850225,"""11004360""",+2018-04-13T00:00:00Z/11
Q15434455,+1969-03-19T00:00:00Z/11,Q51850225,"""11004361""",+2018-04-13T00:00:00Z/11
Q15272462,+1967-04-26T00:00:00Z/11,Q51850225,"""11004362""",+2018-04-13T00:00:00Z/11
